Transf,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,2,2,2,2,3,3,3,3
Date,"Bankruptcies, All Sectors, Businesses of All Sizes, 12-Month Cumulative","Bankruptcies, Industry, Businesses of All Sizes, Monthly Cumulative, Calendar Adjusted, SA","Construction Status, Number, Residential, Total (Excluding Mayotte), French Ministry of Ecology, Sustainable Development & Energy (SOeS), Permits","Construction Status, Number, Residential, Total (Whole France), French Ministry of Ecology, Sustainable Development & Energy (SOeS), Permits","FX Indices, Bruegel, Real Effective Exchange Rate Index (REER)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (Broad Group 42)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (EU28)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (IC37)","FX Indices, European Commission, Real Effective Exchange Rate Index (Broad Group 42)","FX Indices, European Commission, Real Effective Exchange Rate Index (EU28)","FX Indices, European Commission, Real Effective Exchange Rate Index (Euro Area)","FX Indices, European Commission, Real Effective Exchange Rate Index (IC37)","FX Spot Rates, Macrobond, FRF per USD, End of Period","Government Benchmarks, Eurostat, Government Bond, 10 Year, Yield","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Assets, Total, EUR","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Assets, Domestic Loans, Total, EUR","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Liabilities, Total, EUR","Consumer Price Index, Total, Index","Consumer Price Index, Food & Non-Alcoholic Beverages, Index","Consumer Price Index, Health, Index","Consumer Price Index, Housing, Water, Electricity, Gas & Other Fuels, Index","Consumer Price Index, Miscellaneous Goods & Services, Index","Consumer Price Index, Recreation & Culture, Index","Consumer Price Index, Transport, Index","Producer Price Index, Industry, Total, Overall Industry, Index, Basic Prices","Industrial Production, Total Industry Excluding Construction, Calendar Adjusted, SA, Index","Industrial Production, Manufacturing, Calendar Adjusted, SA, Index","Metal Production, Crude Steel","Oil & Gas, Total Petroleum Consumption","Business Surveys, Bank of France, Industry, Total, Business Sentiment Indicator, SA, Index, 3 Month Moving Average","Consumer Surveys, DG ECFIN, Consumer Confidence, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Financial Situation over Last 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Unemployment Expectations over Next 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Savings at Present, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Price Trends over Last 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, General Economic Situation over Next 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, General Economic Situation over Last 12 Months, Balance, SA","Economic Surveys, DG ECFIN, Economic Sentiment Indicator, Balance, SA","Monetary Statistics, Monetary Aggregates, M1, Total, EUR","Monetary Statistics, Monetary Aggregates, M2, Total, EUR","Monetary Statistics, Monetary Aggregates, M3, Total, EUR","Domestic Trade, Retail Trade, Total, Constant Prices, SA","Domestic Trade, Vehicle Sales & Registrations, New, Passenger Cars, Total, Calendar Adjusted, SA","Domestic Trade, Vehicle Sales & Registrations, New, Passenger Cars, Total, Calendar Adjusted, SA","Foreign Trade, Export, Calendar Adjusted, SA, EUR","Foreign Trade, Import, Calendar Adjusted, SA, EUR","FX Indices, BIS, Real Effective Exchange Rate Index, Broad","FX Indices, BIS, Real Effective Exchange Rate Index, Narrow","FX Indices, Central Bank of Italy, Competitiveness Indicator (Vis A' Vis 61 Partner Countries), Deflated by PPI, Index","FX Spot Rates, BIS, EUR per USD, Average of Period",1 Month,3 Month,spread,"Unemployment, Rate, Women & Men, Total, France Excluding Overseas Departments, SA"
30/11/2017,54366,281,34100,40604,91.780027,103.123512,101.03228,102.595063,96.682918,98.462439,98.136067,98.804886,5.5026,0.72,8.78E+12,4.54E+12,8.78E+12,101.53,102.16,98.83,101.88,102.24,100.77,102.15,101.7,104.8,105.42,1199000,1676100,105.699,-4.4,-11.8,4.1,2.3,15,3.4,-8.8,110,1.19E+12,2.01E+12,2.42E+12,100.74,179396,179396,39912000000,45648000000,94.68,95.92,91.81146,0.852009,-0.6225,-0.699181818,1.419181818,8.833333333
31/12/2017,54493,318,44100,42209,91.873862,103.348305,100.970483,102.797812,97.024607,98.432721,98.129472,99.102007,5.4623,0.67,8.45E+12,4.54E+12,8.45E+12,101.85,102.18,98.89,102.14,102.55,100.67,103.27,102,105.34,105.81,1213000,1692100,106.335,-3.9,-10.7,8,1.4,13.9,3.8,-6,112.8,1.22E+12,2.05E+12,2.44E+12,99.04,186694,186694,42467000000,45048000000,94.89,96.14,91.92594,0.844888,-1.020190476,-0.80747619,1.47747619,8.6
31/01/2018,54017,300,34200,37059,92.752209,103.82159,100.89836,103.297511,97.806376,99.105457,99.035726,99.961857,5.2665,0.86,8.76E+12,4.70E+12,8.76E+12,101.75,102.51,98.71,103.26,102.62,101.18,104.24,102,102.24,103.64,1371000,1590000,104.857,-4.7,-9.8,1.2,2.2,18.8,0.1,-6.7,111.4,1.20E+12,2.04E+12,2.44E+12,98.42,175010,175010,40042000000,46099000000,95.23,96.64,92.14802,0.819851,-0.59626087,-0.597304348,1.457304348,8.7
28/02/2018,53741,308,36900,42412,92.722078,104.070238,100.94276,103.488911,97.624608,98.766569,98.623628,99.778515,5.3781,0.98,8.76E+12,4.69E+12,8.76E+12,101.72,102.36,98.63,103.49,102.78,101,104.67,102,103.81,102.88,1251000,1783900,104.466,-6.8,-13.8,7.1,2.6,23.1,-0.6,-9.5,108.7,1.20E+12,2.04E+12,2.43E+12,99.68,175134,175134,39767000000,44573000000,94.98,96.45,92.09334,0.809896,-0.5926,-0.5872,1.5672,8.8
31/03/2018,53119,339,39600,40944,93.032563,104.176534,101.021397,103.603187,98.401477,99.237108,98.842406,100.433273,5.3236,0.84,8.63E+12,4.65E+12,8.63E+12,102.75,102.76,98.51,103.27,103.23,101.31,104.47,102.2,104.21,104.02,1352000,1758600,102.711,-6.3,-14.5,4.4,0.3,23.8,-0.6,-7.4,107.7,1.21E+12,2.05E+12,2.45E+12,102.1,182497,182497,40573000000,44635000000,95.9,97.14,92.31378,0.810642,-0.708772727,-0.621636364,1.461636364,8.9
30/04/2018,53254,301,34300,33407,92.952006,104.270851,100.898454,103.629728,98.322903,98.889334,98.618813,100.239844,5.4295,0.78,8.78E+12,4.65E+12,8.78E+12,102.92,102.81,98.26,103.31,103.32,101.89,105.89,101.4,102.8,104.1,1400000,1698500,101.247,-7.5,-16.8,2.8,1.8,23,-5.4,-7.6,108.8,1.24E+12,2.08E+12,2.49E+12,98.21,176896,176896,40809000000,46079000000,95.77,96.96,92.38033,0.814625,-0.582761905,-0.57647619,1.35647619,8.866666667
31/05/2018,52721,305,37900,37769,92.273146,103.521533,101.06161,103.122116,97.631925,98.908168,98.398526,99.667723,5.6192,0.78,8.97E+12,4.71E+12,8.97E+12,103.36,103.82,98.29,103.62,103.52,102.68,106.43,102.1,102.43,103.2,1336000,1656800,99.944,-8.1,-14.6,-1.3,6,30.1,-7.8,-9.4,106.5,1.24E+12,2.08E+12,2.49E+12,98.47,183998,183998,39975000000,46313000000,95.2,96.4,91.89202,0.846676,-0.571347826,-0.58273913,1.36273913,8.833333333
30/06/2018,52765,315,39500,40954,92.049302,103.478204,101.115629,102.960002,97.35191,98.884188,98.328695,99.361311,5.6181,0.75,8.78E+12,4.69E+12,8.78E+12,103.37,103.61,98.31,103.34,103.36,102.38,106.69,102.1,103.23,104.01,1267000,1714100,101.316,-9.7,-16.7,6.7,4.3,31.2,-11.1,-13.2,108,1.26E+12,2.10E+12,2.50E+12,99.76,185918,185918,40786000000,46306000000,95.04,96.13,91.37727,0.856336,-0.656714286,-0.610095238,1.360095238,8.8
31/07/2018,53015,303,42700,39929,92.47856,104.235183,101.274778,103.221222,97.773955,98.940712,98.230043,99.49579,5.605809,0.67,8.97E+12,4.78E+12,8.97E+12,103.28,103.72,98.33,103.9,103.13,103.03,108.24,102.7,103.78,104.22,1338000,1789000,101.203,-8.8,-16.5,8.1,5,30,-10.3,-14,107.8,1.28E+12,2.14E+12,2.53E+12,99.2,185084,185084,42020000000,46011000000,95.41,96.01,91.87345,0.855759,-0.566590909,-0.576954545,1.246954545,8.8
31/08/2018,53299,327,33900,36701,92.369747,104.689746,101.420263,103.503314,98.527677,99.448382,98.626056,100.098583,5.637294,0.7,9.01E+12,4.81E+12,9.01E+12,103.78,104.01,98.06,103.82,103.4,103.44,108.39,103.1,103.97,104.54,944000,1712700,102.242,-9.6,-18.8,16.5,11.6,30,-10.3,-18.8,106.1,1.27E+12,2.14E+12,2.54E+12,98.71,249354,249354,40794000000,46726000000,95.85,96.09,92.0827,0.865963,-0.542304348,-0.540565217,1.240565217,8.8
30/09/2018,53487,335,44800,46296,92.768185,105.348281,101.365965,103.972804,98.583986,98.869239,98.07981,99.910334,5.64779,0.77,8.82E+12,4.73E+12,8.82E+12,103.56,104.66,98.2,104.07,103.4,102.71,106.54,103.6,102.57,103.2,1341000,1703600,103.254,-12.6,-19.2,14.9,3.4,36.2,-17.5,-23.9,104.1,1.26E+12,2.10E+12,2.50E+12,98.24,160208,160208,40824000000,46232000000,95.93,95.97,92.27551,0.857763,-0.56965,-0.55635,1.32635,8.8
31/10/2018,54021,405,41600,44037,92.086207,104.44527,101.213479,103.317774,97.532979,98.584482,97.922831,99.095326,5.788165,0.82,9.08E+12,4.85E+12,9.08E+12,103.67,104.46,98.19,104.66,103.4,101.96,107.65,103.9,103.59,104.35,1309000,1824800,102.369,-10.9,-18.3,11.3,3.3,36.9,-15.1,-22.6,102.8,1.26E+12,2.12E+12,2.52E+12,98.54,171158,171158,43273000000,47390000000,95.23,95.56,91.69029,0.870816,-0.605217391,-0.718086957,1.538086957,8.7
30/11/2018,53974,276,32700,37174,91.649331,103.926565,101.164979,102.824074,97.202458,98.768091,98.330444,98.833059,5.792756,0.76,9.10E+12,4.86E+12,9.10E+12,103.45,104.2,98.13,105.2,103.62,101.64,106.22,104.4,102.73,103.35,1351000,1642800,101.054,-13.9,-17.7,18.6,2.8,39.1,-25.4,-34.6,103.5,1.28E+12,2.14E+12,2.52E+12,98.99,173749,173749,41180000000,45806000000,94.84,95.45,90.96115,0.879773,-0.595409091,-0.708636364,1.468636364,8.6
31/12/2018,54043,381,36700,35048,91.777107,104.091554,101.404968,102.985346,97.55866,99.119813,98.465963,99.197966,5.737,0.7,8.81E+12,4.84E+12,8.81E+12,103.47,104.85,97.49,104.85,103.89,101.48,106.37,103.4,102.75,103.77,1126000,1577500,102.086,-17.5,-22.2,23.2,-5.4,38.2,-31.6,-45.5,100.5,1.30E+12,2.16E+12,2.55E+12,98.09,164062,164062,42819000000,46423000000,94.98,95.69,91.05715,0.878423,-1.028857143,-0.80952381,1.50952381,8.5
31/01/2019,54440,309,32500,37311,91.663447,103.723876,101.217902,102.743913,97.238397,99.323746,98.994607,99.035635,5.716009,0.65,9.19E+12,4.95E+12,9.19E+12,103.01,105.44,97.7,104.55,104,102.03,105.14,103.7,104.36,104.94,1238000,1695900,99.433,-13.8,-19.9,19.1,-3.3,25.2,-24.5,-43.4,101.4,1.30E+12,2.17E+12,2.56E+12,98.8,175133,175133,42322000000,46664000000,94.49,95.46,90.81918,0.875952,-0.578608696,-0.577434783,1.227434783,8.466666667
