Transf,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,2,2,2,2,3,3,3,3
Date,"Bankruptcies, All Sectors, Businesses of All Sizes, 12-Month Cumulative","Bankruptcies, Industry, Businesses of All Sizes, Monthly Cumulative, Calendar Adjusted, SA","Construction Status, Number, Residential, Total (Excluding Mayotte), French Ministry of Ecology, Sustainable Development & Energy (SOeS), Permits","Construction Status, Number, Residential, Total (Whole France), French Ministry of Ecology, Sustainable Development & Energy (SOeS), Permits","FX Indices, Bruegel, Real Effective Exchange Rate Index (REER)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (Broad Group 42)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (EU28)","FX Indices, European Commission, Nominal Effective Exchange Rate Index (IC37)","FX Indices, European Commission, Real Effective Exchange Rate Index (Broad Group 42)","FX Indices, European Commission, Real Effective Exchange Rate Index (EU28)","FX Indices, European Commission, Real Effective Exchange Rate Index (Euro Area)","FX Indices, European Commission, Real Effective Exchange Rate Index (IC37)","FX Spot Rates, Macrobond, FRF per USD, End of Period","Government Benchmarks, Eurostat, Government Bond, 10 Year, Yield","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Assets, Total, EUR","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Assets, Domestic Loans, Total, EUR","Balance Sheet & Flows of MFI Sector, MFIs Excluding Central Bank, Liabilities, Total, EUR","Consumer Price Index, Total, Index","Consumer Price Index, Food & Non-Alcoholic Beverages, Index","Consumer Price Index, Health, Index","Consumer Price Index, Housing, Water, Electricity, Gas & Other Fuels, Index","Consumer Price Index, Miscellaneous Goods & Services, Index","Consumer Price Index, Recreation & Culture, Index","Consumer Price Index, Transport, Index","Producer Price Index, Industry, Total, Overall Industry, Index, Basic Prices","Industrial Production, Total Industry Excluding Construction, Calendar Adjusted, SA, Index","Industrial Production, Manufacturing, Calendar Adjusted, SA, Index","Metal Production, Crude Steel","Oil & Gas, Total Petroleum Consumption","Business Surveys, Bank of France, Industry, Total, Business Sentiment Indicator, SA, Index, 3 Month Moving Average","Consumer Surveys, DG ECFIN, Consumer Confidence, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Financial Situation over Last 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Unemployment Expectations over Next 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Savings at Present, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, Price Trends over Last 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, General Economic Situation over Next 12 Months, Balance, SA","Consumer Surveys, DG ECFIN, Consumer Confidence, General Economic Situation over Last 12 Months, Balance, SA","Economic Surveys, DG ECFIN, Economic Sentiment Indicator, Balance, SA","Monetary Statistics, Monetary Aggregates, M1, Total, EUR","Monetary Statistics, Monetary Aggregates, M2, Total, EUR","Monetary Statistics, Monetary Aggregates, M3, Total, EUR","Domestic Trade, Retail Trade, Total, Constant Prices, SA","Domestic Trade, Vehicle Sales & Registrations, New, Passenger Cars, Total, Calendar Adjusted, SA","Domestic Trade, Vehicle Sales & Registrations, New, Passenger Cars, Total, Calendar Adjusted, SA","Foreign Trade, Export, Calendar Adjusted, SA, EUR","Foreign Trade, Import, Calendar Adjusted, SA, EUR","FX Indices, BIS, Real Effective Exchange Rate Index, Broad","FX Indices, BIS, Real Effective Exchange Rate Index, Narrow","FX Indices, Central Bank of Italy, Competitiveness Indicator (Vis A' Vis 61 Partner Countries), Deflated by PPI, Index","FX Spot Rates, BIS, EUR per USD, Average of Period",1 Month,3 Month,spread,"Unemployment, Rate, Women & Men, Total, France Excluding Overseas Departments, SA"
31/01/2010,63256,435,32500,32936,99.064631,103.076525,100.592493,102.57064,103.353847,100.964853,100.367672,102.700522,4.7184,3.52,7.83E+12,3.55E+12,7.83E+12,93.59,94.42,104.67,87.06,89.89,101.26,92.46,93.9,98.12,97.13,1136000,1743300,99.775,-7.4,-11.8,44.1,13.2,22.6,-10.9,-42.3,97.5,6.55E+11,1.34E+12,1.80E+12,97.2,193056,193056,30498000000,34133000000,102.98,102.02,98.77386,0.700779,0.315714286,0.325238095,3.194761905,9.066666667
28/02/2010,63218,441,34700,32998,97.89343,101.749623,100.390457,101.491258,102.236856,100.961012,100.559176,101.887325,4.8046,3.5,7.95E+12,3.58E+12,7.95E+12,94.11,94.49,104.71,87.13,90.66,101.68,92.3,94,97.5,96.6,1127000,1941000,99.955,-9.2,-15.1,38.8,13.1,21.5,-12.7,-41.6,95.9,6.45E+11,1.33E+12,1.78E+12,97.82,182501,182501,30752000000,33785000000,101.92,101.45,97.38591,0.730765,0.2865,0.3055,3.1945,9.033333333
31/03/2010,63242,426,45000,40887,97.431689,101.335678,100.560845,101.313196,101.590123,100.697341,100.016969,101.401007,4.8519,3.44,7.96E+12,3.62E+12,7.96E+12,94.57,94.86,104.71,87.47,91,101.53,93.23,94.3,99.42,98.78,1476000,1900300,101.923,-10.4,-13.7,47.1,13.6,23.1,-17.3,-45.9,98,6.54E+11,1.34E+12,1.79E+12,98.41,189727,189727,31415000000,35812000000,101.59,101.3,96.62551,0.73706,0.29173913,0.303043478,3.136956522,9
30/04/2010,62595,423,38700,35233,96.680409,100.526121,100.151374,100.720183,100.712468,100.215723,99.983634,100.754726,4.9379,3.4,8.16E+12,3.67E+12,8.16E+12,94.81,95.26,104.42,88.32,91.21,101.28,93.45,94.8,99.04,98.7,1451000,1831200,101.126,-11.4,-14.1,43.1,13.8,28.1,-21.6,-46.3,100.7,6.81E+11,1.37E+12,1.84E+12,98.63,177243,177243,32498000000,35718000000,100.81,100.74,95.54826,0.746006,0.262272727,0.283636364,3.116363636,8.966666667
31/05/2010,62547,401,37200,38543,94.588451,98.816999,100.076492,99.324414,99.055926,100.162658,100.035249,99.426909,5.3406,3.08,8.39E+12,3.70E+12,8.39E+12,94.92,95.53,104.4,88.14,91.47,101.71,93.56,94.9,99.83,99.27,1573000,1680400,101.522,-13.3,-14,39,8,28.5,-29.5,-48.5,98.8,6.69E+11,1.36E+12,1.83E+12,99.71,180608,180608,31365000000,36513000000,99.19,99.57,93.73194,0.796253,0.211904762,0.226190476,2.853809524,8.933333333
30/06/2010,62560,397,44300,36457,93.436186,97.779744,99.679287,98.323994,97.989826,99.734976,100.023843,98.438097,5.3418,3.07,8.19E+12,3.72E+12,8.19E+12,94.91,95.37,104.31,88.14,91.61,101.56,93.39,95.1,99.41,99.04,1457000,1822500,103.066,-14.1,-13.4,40.4,8.3,29.3,-31,-52.3,97.5,6.85E+11,1.37E+12,1.84E+12,98.02,178077,178077,34051000000,37027000000,98.31,98.8,92.88155,0.819193,0.213181818,0.228181818,2.841818182,8.9
31/07/2010,62122,385,49900,48250,94.702922,98.845243,99.752184,99.048867,98.908893,99.863187,100.157971,99.170362,5.0285,2.99,8.15E+12,3.68E+12,8.15E+12,94.64,94.79,104.43,88.36,91.37,101.61,94.26,95.4,100.09,99.69,1290000,1815500,102.494,-14.1,-14.4,41.5,13.7,29.2,-28,-51,99.7,7.00E+11,1.39E+12,1.86E+12,100.27,173949,173949,34886000000,37814000000,98.98,99.15,94.01067,0.783286,0.295454545,0.376363636,2.613636364,8.866666667
31/08/2010,62172,409,33700,35695,94.282934,98.721383,99.457448,98.801528,98.794999,99.531698,100.109118,98.93692,5.1599,2.68,8.34E+12,3.63E+12,8.34E+12,94.86,93.86,104.18,88.6,91.94,101.61,93.82,95.5,99.08,98.63,858000,1727900,101.76,-12.4,-13.9,34.1,16.6,27.5,-21.9,-42.8,101.6,6.87E+11,1.39E+12,1.87E+12,101.02,167681,167681,32873000000,37797000000,98.92,99.1,93.67515,0.775758,0.308181818,0.382272727,2.297727273,8.833333333
30/09/2010,61571,401,43600,38937,94.577543,98.996436,99.618921,98.98598,98.777571,99.389553,99.800092,98.817706,4.8046,2.68,8.15E+12,3.62E+12,8.15E+12,94.79,93.9,103.78,88.93,92.18,100.89,93.62,96,100.29,99.98,1256000,1931500,104.526,-13.9,-14.8,25.4,15.7,32.8,-24.4,-44.3,101.6,6.90E+11,1.40E+12,1.87E+12,100.47,177446,177446,32767000000,37234000000,98.84,99.07,94.00055,0.765702,0.319090909,0.370909091,2.309090909,8.8
31/10/2010,61126,408,41000,40268,96.3062,100.878328,100.134874,100.480103,100.409305,99.774184,99.66034,100.141557,4.7199,2.72,8.06E+12,3.54E+12,8.06E+12,94.91,93.98,104,89.55,92.2,100.81,93.75,96.5,100.13,99.7,1374000,1739600,104.841,-12.8,-14.5,30.7,25.8,32.5,-24.4,-43.6,104.3,6.96E+11,1.42E+12,1.90E+12,98.87,172404,172404,32945000000,36202000000,100.27,100.16,95.54093,0.719577,0.507142857,0.578571429,2.141428571,8.8
30/11/2010,60856,392,33400,34413,95.470697,100.263601,99.854217,99.916647,99.717077,99.49847,99.712725,99.614077,5.039,3,8.08E+12,3.59E+12,8.08E+12,95.02,94.45,104.05,89.65,92.34,100.59,93.94,96.9,101.4,100.82,1290000,1774900,107.348,-10.5,-13.4,32.4,21.5,34.3,-19.6,-43.9,104.1,6.92E+11,1.41E+12,1.90E+12,102.21,193961,193961,34312000000,40035000000,99.58,99.7,94.86023,0.732405,0.507727273,0.643636364,2.356363636,8.8
31/12/2010,60330,324,42800,38925,94.270555,99.142035,99.739192,99.116388,98.604685,99.226284,99.577725,98.814854,4.8885,3.34,7.83E+12,3.56E+12,7.83E+12,95.45,94.66,104.09,90.16,92.58,101.06,95.07,97.4,102.74,101.79,1126000,1926200,106.683,-13,-14.8,31.1,22,40,-23.1,-44.9,107.2,7.27E+11,1.46E+12,1.92E+12,102.22,197375,197375,33780000000,39204000000,98.61,98.94,93.65896,0.756462,0.38,0.487826087,2.852173913,8.8
31/01/2011,60361,394,40100,41519,94.245392,99.149179,99.550292,99.187135,98.49991,99.282373,100.005891,98.919632,4.7846,3.44,7.87E+12,3.62E+12,7.87E+12,95.22,94.48,104.3,90.99,92.74,99.67,96.25,98.2,103.96,104.09,1222000,1760300,110.631,-14.1,-14,31.2,16.1,48.8,-26.7,-48.9,108.8,6.97E+11,1.43E+12,1.90E+12,99.71,207076,207076,34657000000,41128000000,98.18,98.66,93.52806,0.748811,0.463809524,0.491904762,2.948095238,8.8
28/02/2011,60338,392,35600,41820,94.803525,99.786289,99.492204,99.743041,99.042187,99.084928,99.838823,99.426846,4.7488,3.6,7.91E+12,3.61E+12,7.91E+12,95.67,94.8,104.24,91.4,93.02,100.46,96.99,98.9,104.3,105.03,1190000,1901600,109.586,-14.1,-15,35.4,17.8,53.8,-27.7,-44.5,109.3,6.85E+11,1.43E+12,1.91E+12,101.9,206050,206050,35103000000,41248000000,98.73,99.05,93.86849,0.732703,0.614,0.6585,2.9415,8.8
31/03/2011,59943,418,42300,38940,95.666563,100.674594,99.84542,100.501634,99.894663,99.270059,99.519777,100.094675,4.6231,3.61,7.68E+12,3.64E+12,7.68E+12,96.45,95.68,104.37,91.93,93.56,100.57,97.71,99.6,102.99,103.59,1425000,1776500,108.358,-14.4,-12.4,28.1,18.3,60.4,-29,-43,109.7,6.94E+11,1.44E+12,1.92E+12,102.47,191820,191820,35620000000,41787000000,99.79,99.79,94.51377,0.714394,0.666086957,0.763043478,2.846956522,8.8
30/04/2011,59706,366,37800,39088,96.548978,101.532343,100.027081,101.316858,100.558799,99.221785,99.359897,100.701952,4.4224,3.69,7.81E+12,3.70E+12,7.81E+12,96.78,95.82,104.33,92.38,93.88,100.32,98.49,100.6,101.24,102.21,1446000,1734000,106.134,-16.2,-13.7,26.2,23.7,64.8,-34.5,-47.4,108.4,7.08E+11,1.46E+12,1.95E+12,100.93,168968,168968,35266000000,41274000000,100.51,100.37,95.33335,0.692559,0.876666667,0.928095238,2.761904762,8.766666667
31/05/2011,60510,413,44800,43541,95.821104,101.105984,99.95124,100.90113,100.050897,99.168319,99.433809,100.214912,4.5622,3.49,7.92E+12,3.69E+12,7.92E+12,96.83,96.85,104.29,91.95,94,100.79,97.77,100.4,104.56,105.56,1457000,1721400,105.745,-14.8,-15,21.1,21.1,62.8,-27.8,-41.6,106.2,6.98E+11,1.45E+12,1.94E+12,101.8,170754,170754,35658000000,40631000000,100,99.92,94.80863,0.697143,0.871818182,0.998636364,2.491363636,8.733333333
30/06/2011,59892,332,45600,40495,96.056297,101.228924,100.165494,101.045322,100.253726,99.552683,99.579202,100.570074,4.5242,3.43,7.80E+12,3.71E+12,7.80E+12,96.91,97.12,104.3,92.07,94.07,100.54,97.76,100.3,101.69,101.55,1369000,1772500,97.915,-15,-19,18.3,22.1,60.3,-25.7,-40.1,106.5,7.20E+11,1.46E+12,1.92E+12,100.01,166514,166514,35247000000,40794000000,100.15,100.02,94.80226,0.695079,0.965,1.070909091,2.359090909,8.7
31/07/2011,59524,392,50800,51499,95.367802,100.72789,100.168682,100.671197,99.360756,99.3974,99.462308,99.979786,4.564,3.4,7.98E+12,3.78E+12,7.98E+12,96.48,96.92,104.43,92.3,93.84,100.43,98.2,100.9,102.84,103.08,1467000,1786500,99.191,-14.8,-18.2,28.6,21,61.8,-27,-43.1,104.2,7.30E+11,1.48E+12,1.93E+12,97.69,177275,177275,35038000000,41036000000,99.16,99.1,94.5925,0.701133,0.943809524,1.094285714,2.305714286,8.733333333
31/08/2011,59565,404,39300,41175,95.419068,100.981264,100.16022,100.7455,100.05016,99.753645,99.833024,100.446437,4.5557,2.98,8.19E+12,3.81E+12,8.19E+12,96.98,96.72,104.01,92.54,93.91,100.4,98.09,100.9,101.98,101.93,1029000,1790800,97.702,-18.3,-16.2,40.3,8.2,57.2,-40.4,-52.7,98.8,7.14E+11,1.47E+12,1.95E+12,100.55,174783,174783,36541000000,41633000000,99.65,99.35,94.84616,0.69723,0.667391304,0.729565217,2.250434783,8.766666667
30/09/2011,59336,370,51100,44163,94.639087,100.382898,100.283388,100.177954,98.996733,99.231407,99.167131,99.323426,4.8895,2.64,8.45E+12,3.85E+12,8.45E+12,96.91,96.96,103.9,92.78,93.84,99.76,98.19,101.1,101.2,101.23,1309000,1905400,95.299,-19.1,-20.8,43.4,9.7,62,-40.2,-64.4,95.7,7.25E+11,1.48E+12,1.94E+12,99.83,172414,172414,35424000000,41701000000,98.73,98.68,94.32325,0.726457,0.505,0.483181818,2.156818182,8.8
31/10/2011,59420,372,44300,54750,94.930035,100.515388,100.333289,100.275549,99.070289,99.270079,99.145664,99.410624,4.7025,2.99,8.44E+12,3.87E+12,8.44E+12,97.14,97.31,104.12,93.18,93.96,99.68,98.34,101.6,101.45,101.5,1412000,1763700,95.155,-17.3,-14.3,41.4,12.5,55.5,-38.6,-59.8,95,7.30E+11,1.48E+12,1.94E+12,100.08,176405,176405,35498000000,41041000000,98.86,98.83,94.65075,0.729854,0.490952381,0.52952381,2.46047619,8.866666667
30/11/2011,59600,395,38300,45423,94.68147,100.084474,100.295412,100.064877,98.874471,99.468404,99.428267,99.465946,4.8733,3.41,8.36E+12,3.89E+12,8.36E+12,97.41,97.58,104.1,93.5,94.69,100.01,98.35,102,103.62,104.36,1345000,1716900,95.352,-20.8,-16.5,52.1,14.6,52.9,-46.6,-63.9,92.4,7.28E+11,1.48E+12,1.93E+12,99.33,180548,180548,36842000000,42043000000,98.74,98.78,94.6678,0.737802,0.415454545,0.485909091,2.924090909,8.933333333
31/12/2011,59492,367,48000,52387,93.798747,99.172453,100.066723,99.291791,98.178067,99.348266,99.548103,98.898669,5.0528,3.16,8.40E+12,3.96E+12,8.40E+12,97.8,97.89,104.03,93.72,94.89,100.6,98.89,101.8,101.44,102.1,1108000,1723800,94.958,-20.9,-16.7,50.2,17.1,52.2,-45.6,-65.4,92.6,7.61E+11,1.51E+12,1.97E+12,99.64,165878,165878,36346000000,40309000000,98.15,98.45,93.80295,0.758942,0.109090909,0.111363636,3.048636364,9
31/01/2012,59962,436,39000,42189,92.77317,97.99438,99.797519,98.328454,96.893899,99.30014,99.909026,97.932015,5.0117,3.18,8.45E+12,3.93E+12,8.45E+12,97.46,97.86,104.06,94.56,95.51,99.63,99.68,102.3,100.9,101.1,1368000,1742900,94.562,-19.5,-17.6,46.3,16.4,54.5,-40.3,-64.4,90.7,7.67E+11,1.53E+12,1.97E+12,100.36,157164,157164,36408000000,41517000000,96.61,97.47,93.23256,0.775004,0.103181818,0.142727273,3.037272727,9.033333333
29/02/2012,59983,372,36600,40414,93.087624,98.306068,99.656036,98.662017,97.227245,98.953738,99.64022,98.172296,4.9052,3.02,8.48E+12,3.92E+12,8.48E+12,97.86,98.39,103.9,95.04,95.89,100.28,99.92,102.8,101.7,100.14,1300000,1947400,93.836,-17.3,-16.8,46.8,20.3,56.1,-34.5,-63,93.2,7.41E+11,1.51E+12,1.96E+12,98.43,161190,161190,36358000000,43082000000,96.9,97.8,93.49784,0.756264,0.125714286,0.135238095,2.884761905,9.066666667
31/03/2012,59538,353,42100,40096,93.338459,98.491312,99.602049,98.95982,97.473197,98.824815,99.424731,98.498969,4.9267,2.95,8.45E+12,3.95E+12,8.45E+12,98.67,99.12,103.63,95.23,96.17,100.45,100.69,103.2,101.14,101.91,1480000,1722900,94.866,-13.4,-16.9,41.9,17.9,53.4,-24,-54.6,95,7.51E+11,1.52E+12,1.99E+12,99.81,155905,155905,36838000000,41857000000,97.34,98.2,93.52183,0.757553,0.06,0.067727273,2.882272727,9.1
30/04/2012,59697,377,40100,36725,93.050083,98.358309,99.455421,98.753449,97.118766,98.410253,99.178526,98.04843,4.9556,2.99,8.51E+12,3.98E+12,8.51E+12,98.8,99.1,103.6,95.33,96.32,100.38,101.42,103.3,101.34,100.16,1419000,1684300,92.809,-14.2,-16.6,39.1,25.6,53.8,-27.4,-52.9,94.4,7.48E+11,1.52E+12,1.99E+12,98.08,162563,162563,36017000000,41863000000,97.09,97.89,93.17896,0.759802,0.079047619,0.089047619,2.900952381,9.166666667
31/05/2012,58866,366,38100,40881,92.167373,97.708993,99.338169,98.032075,96.524502,98.358324,99.275618,97.402485,5.3054,2.75,8.80E+12,3.97E+12,8.80E+12,98.75,99.68,103.35,94.96,96.41,101.31,100.59,102.7,99.84,99.79,1475000,1669100,91.242,-11.9,-13.3,30.4,24.3,46,-23.1,-52.8,92.5,7.53E+11,1.53E+12,2.00E+12,97.09,163777,163777,37742000000,42972000000,96.45,97.29,92.52319,0.782165,0.075652174,0.073913043,2.676086957,9.233333333
30/06/2012,58912,377,43200,40665,91.937661,97.363475,99.354824,97.554088,96.345404,98.602376,99.489847,97.170844,5.1687,2.57,8.64E+12,4.00E+12,8.64E+12,98.78,100.11,103.32,94.69,96.44,100.74,100.16,102.1,99.2,99.18,1340000,1777900,90.874,-12.1,-13.6,36.3,26,46.2,-22.9,-49.7,90.8,7.60E+11,1.53E+12,2.00E+12,99.59,160179,160179,36630000000,41813000000,96.3,97.16,92.1858,0.798362,0.062380952,0.057142857,2.512857143,9.3
31/07/2012,59728,366,47000,50019,90.726596,96.241551,98.887765,96.594912,94.827939,97.928761,99.324462,95.977385,5.3264,2.28,8.76E+12,4.05E+12,8.76E+12,98.35,99.4,103.55,95.1,96.02,100.78,101.02,102.7,99.79,100.06,1439000,1797500,90.477,-15.5,-13.1,51.9,19.6,38.6,-33.5,-53.4,88.5,7.75E+11,1.55E+12,2.02E+12,99.34,150344,150344,36670000000,41117000000,94.9,95.99,91.70291,0.813875,-0.009090909,3.15E-18,2.28,9.333333333
31/08/2012,59626,377,40200,41408,90.787323,96.242325,98.685466,96.537654,95.175409,98.018589,99.585738,96.244554,5.2048,2.12,8.63E+12,3.99E+12,8.63E+12,99,98.83,103.46,95.85,96.45,100.83,102.26,103.7,101.61,101.96,954000,1661100,92.224,-14.9,-15.9,55.3,24.2,42.3,-29.5,-52.5,88.6,7.61E+11,1.54E+12,2.00E+12,95.97,156571,156571,37586000000,43319000000,95.22,96.3,91.87762,0.806519,-0.018695652,-0.010434783,2.130434783,9.366666667
30/09/2012,59351,387,40600,47229,91.670972,97.462296,98.929873,97.555839,95.632753,97.365802,98.643228,96.41112,5.0989,2.24,8.56E+12,3.99E+12,8.56E+12,98.76,99.07,103.15,96.02,96.5,100.23,101.04,104,100.01,100.05,1278000,1723900,89.945,-18.1,-16,53.3,26.1,46.4,-40,-58.4,87.3,7.67E+11,1.54E+12,1.98E+12,98.5,150502,150502,37593000000,41754000000,95.69,96.46,92.60885,0.777992,-0.0145,-0.0105,2.2505,9.4
31/10/2012,60319,418,41900,43801,91.933423,97.800913,99.10489,97.991887,95.890708,97.486997,98.621043,96.803587,5.0626,2.19,8.20E+12,4.01E+12,8.20E+12,98.94,100.01,103.42,96.53,96.43,99.78,100.64,104.5,98.11,97.68,1310000,1805100,90.278,-19.4,-18,54.5,28.7,46.2,-40.1,-56.9,84.6,7.57E+11,1.55E+12,1.98E+12,97.49,149066,149066,36878000000,41560000000,95.91,96.72,93.0192,0.770782,-0.013043478,-0.012173913,2.202173913,9.5
30/11/2012,60411,365,33200,38453,91.666594,97.448908,99.095573,97.834157,95.486697,97.473623,98.680044,96.674606,5.044,2.14,8.25E+12,4.00E+12,8.25E+12,98.79,100,103.37,96.56,96.6,100.31,99.71,104.3,98.29,97.52,1272000,1706700,90.513,-19.4,-19.9,52.4,32.2,42.8,-36.7,-54.8,85.7,7.56E+11,1.54E+12,1.97E+12,96.58,143135,143135,36130000000,40869000000,95.53,96.52,92.74699,0.779608,-0.01,-0.011818182,2.151818182,9.6
31/12/2012,61095,468,39400,33616,92.444017,98.278927,99.211693,98.61549,96.382756,97.586279,98.636643,97.569029,4.9758,2.01,8.08E+12,4.00E+12,8.08E+12,99.1,100.02,103.29,96.63,96.91,100.61,100.51,103.8,99.2,99.05,972000,1609000,93.93,-18.4,-18.6,54.7,30.1,41.1,-37,-55.8,86.6,7.98E+11,1.60E+12,2.01E+12,96.71,158356,158356,36526000000,41343000000,96.37,97.26,93.3523,0.762283,-0.065714286,0.078304762,1.931695238,9.7
31/01/2013,60956,385,39600,42266,93.173036,99.061067,99.557707,99.614385,96.992251,98.212608,99.06348,98.513504,4.8326,2.17,8.48E+12,3.97E+12,8.48E+12,98.6,99.81,102.81,97.37,97.33,99.98,100.76,104.5,98.62,98.06,1351000,1665700,91.835,-19.2,-18.6,51.9,28.4,40,-39.2,-57.2,87.1,7.70E+11,1.58E+12,2.00E+12,97.33,137190,137190,36268000000,41118000000,96.58,97.66,94.06831,0.752659,-0.006521739,0.015652174,2.154347826,9.766666667
28/02/2013,60839,377,43600,41275,93.451091,99.719574,99.961639,100.409674,97.409318,98.330502,98.751549,99.080923,5.0181,2.24,8.56E+12,3.96E+12,8.56E+12,98.88,99.85,102.83,97.77,97.75,100.52,101.42,105,99.58,98.55,1290000,1791700,93.584,-18.9,-16.9,55.5,24,38.7,-38,-56.4,87.4,7.59E+11,1.57E+12,2.00E+12,96.27,145224,145224,35866000000,41195000000,96.85,98.02,94.45285,0.748661,0.0105,0.019,2.221,9.833333333
31/03/2013,60721,394,43600,45958,92.883536,98.792024,99.910259,99.749859,96.700295,98.203471,98.527315,98.511147,5.1183,2.07,8.55E+12,4.00E+12,8.55E+12,99.63,100.34,102.82,97.81,97.79,100.57,101.72,105.1,99.98,98.78,1337000,1727300,92.699,-19.9,-18.9,53.4,27.7,36.3,-40.9,-57.6,86.6,7.70E+11,1.59E+12,2.02E+12,96.42,142228,142228,36120000000,40347000000,96.56,97.9,93.64655,0.771422,0.01047619,0.019047619,2.050952381,9.9
30/04/2013,61391,389,32000,34444,92.947749,99.013292,99.792138,99.922312,96.768355,98.069073,98.580692,98.607165,4.9748,1.8,8.69E+12,3.99E+12,8.69E+12,99.48,100.66,102.37,97.65,97.99,100.28,101.49,103.7,101.39,100.35,1245000,1787900,94.492,-19.8,-18.5,48.2,21.3,30.5,-41,-60.4,83.8,7.95E+11,1.62E+12,2.06E+12,96.32,140518,140518,37983000000,41727000000,96.53,97.96,93.70074,0.767735,0.010909091,0.011818182,1.788181818,9.966666667
31/05/2013,61547,416,28800,31832,92.987409,99.114613,99.808364,100.273094,96.854068,98.026103,98.526275,98.890806,5.0613,1.87,8.60E+12,3.99E+12,8.60E+12,99.54,101.33,102.38,97.22,98.07,100.95,100.59,102.5,101.28,100.36,1424000,1718700,93.8,-22.3,-23.1,49.7,22.3,29.9,-44.1,-63.9,83.8,7.97E+11,1.61E+12,2.05E+12,95.45,143384,143384,36314000000,41313000000,96.54,97.99,93.7423,0.770342,0.01,0.010434783,1.859565217,10.03333333
30/06/2013,61759,384,35000,35376,93.794187,100.130283,99.986469,100.866133,97.859251,98.330776,98.617553,99.564523,5.0458,2.21,8.41E+12,4.00E+12,8.41E+12,99.7,101.8,102.38,97.25,98.04,100.48,100.72,102.2,99.78,99.61,1378000,1697000,95.808,-21.8,-21.4,51.7,23.9,34.7,-44.8,-65.1,85.9,8.07E+11,1.62E+12,2.04E+12,96.44,148774,148774,36026000000,40388000000,97.4,98.38,94.63223,0.758286,0.0175,0.032,2.178,10.1
31/07/2013,62212,403,37700,35862,93.782834,100.187075,100.112635,101.026732,97.592518,98.444941,98.651686,99.581345,4.9401,2.25,8.38E+12,4.02E+12,8.38E+12,99.4,101.03,102.41,97.42,97.62,100.56,102.03,103,98.9,98.61,1343000,1838700,95.211,-19.4,-21.2,42.1,21.4,37.8,-37,-59,87.3,8.17E+11,1.63E+12,2.05E+12,97.91,150817,150817,36215000000,40932000000,96.93,97.96,94.691,0.764609,0.012173913,0.032608696,2.217391304,10.03333333
31/08/2013,62149,399,25400,27557,94.418587,100.868866,100.071062,101.43858,98.657997,98.76905,99.031153,100.369557,4.9743,2.36,8.36E+12,4.04E+12,8.36E+12,99.86,100.51,101.95,98.07,98.01,100.04,102.18,103,98.92,98.4,1161000,1674900,96.235,-16.2,-18.8,39.6,18.7,39.1,-28.1,-52.3,88.9,8.10E+11,1.63E+12,2.05E+12,96.47,146546,146546,36224000000,40533000000,97.87,98.56,95.16308,0.751355,0.022727273,0.052727273,2.307272727,9.966666667
30/09/2013,62636,388,33500,36549,94.354468,100.73082,99.822909,101.447658,97.98812,97.909362,98.396612,99.778131,4.846,2.49,8.23E+12,3.97E+12,8.23E+12,99.63,100.01,101.93,98.25,98,99.45,101.11,103.3,98.92,98.53,1373000,1695800,97.898,-15.1,-19.1,34.4,22.3,42.2,-24.8,-48.2,91.3,8.15E+11,1.62E+12,2.03E+12,97.5,149441,149441,36062000000,41647000000,97.48,98.14,94.85382,0.749265,0.040952381,0.074285714,2.415714286,9.9
31/10/2013,62600,395,39000,37883,94.728008,101.246736,99.868338,101.867525,98.316395,97.946751,98.431646,100.116819,4.8231,2.39,8.29E+12,3.92E+12,8.29E+12,99.5,99.89,102.2,98.48,97.67,99.38,100.68,103.1,98.97,99.18,1287000,1748100,98.656,-15.4,-21.9,30,22.3,38.4,-24,-47,93.1,8.11E+11,1.61E+12,2.01E+12,97.2,150927,150927,36625000000,40802000000,97.78,98.43,95.02017,0.733446,0.042608696,0.057826087,2.332173913,9.866666667
30/11/2013,62498,385,29400,30664,94.573463,101.161817,99.859751,101.856117,98.1995,97.958768,98.45656,100.124893,4.8177,2.27,8.26E+12,3.91E+12,8.26E+12,99.46,99.96,102.06,98.5,97.66,99.78,100.02,103.8,100.86,100.17,1308000,1606700,99.626,-18.7,-22.1,46.1,10.3,39.4,-36.1,-57.6,92.5,8.10E+11,1.61E+12,2.02E+12,99.01,147651,147651,35785000000,41409000000,97.62,98.26,94.99381,0.741147,0.04,0.061904762,2.208095238,9.833333333
